Line,treat,td,gut,cell mean (um),cell median (um),gut thickness max (um),gut thickness mean (um),gut thickness median (um)
9024KO,db11,16h,1,24.9599,24.1191
9024KO,db11,16h,3,30.0021,30.5846
9024KO,db11,16h,4,28.3483,28.1585
9024KO,db11,16h,5,30.9943,32.0912
9024KO,db11,16h,7,25.649,26.1459
9024KO,db11,16h,8,29.8177,30.6434
9024KO,db11,3h,4,30.0837,30.6295
9024KO,db11,3h,5,32.1849,32.2864
9024KO,db11,3h,7,30.6781,30.2737
9024KO,db11,3h,8,28.1813,28.2823
9024KO,sucrose,16h,1,35.0069,36.6988
9024KO,sucrose,16h,2,30.5599,31.5299
9024KO,sucrose,16h,3,29.0897,29.1261
9024KO,sucrose,16h,4,33.5415,34.2016
9024KO,sucrose,16h,5,31.5958,33.6734
9024KO,sucrose,16h,6,30.8978,32.0911
9024KO,sucrose,16h,7,31.0068,32.4591
9024KO,sucrose,16h,8,26.9482,27.32
9024KO,sucrose,16h,9,30.6083,31.6714
w1118,db11,16h,1,21.9944,18.6035
w1118,db11,16h,2,19.7103,19.9379
w1118,db11,16h,3,21.8191,18.703
w1118,db11,16h,4,17.0866,15.1276
w1118,db11,16h,5,27.0214,27.6492
w1118,db11,16h,7,26.7937,25.3228
w1118,db11,16h,8,25.1321,24.6576
w1118,db11,16h,9,31.963,32.2055
w1118,db11,3h,1,25.0176,25.2633
w1118,db11,3h,10,24.9409,24.3137
w1118,db11,3h,11,26.208,26.4316
w1118,db11,3h,2,22.6091,21.0194
w1118,db11,3h,3,34.0487,34.5309
w1118,db11,3h,4,23.7972,22.9086
w1118,db11,3h,5,26.592,26.5095
w1118,db11,3h,6,29.1159,27.4403
w1118,db11,3h,7,31.9733,34.2015
w1118,db11,3h,8,31.6228,32.0905
w1118,db11,3h,9,30.2584,31.1603
w1118,sucrose,16h,1,28.9404,29.6318
w1118,sucrose,16h,10,28.9964,29.9719
w1118,sucrose,16h,11,28.8009,28.8427
w1118,sucrose,16h,2,31.9977,32.5576
w1118,sucrose,16h,3,31.9977,32.5576
w1118,sucrose,16h,4,29.8532,30.2748
w1118,sucrose,16h,5,30.4464,31.6254
w1118,sucrose,16h,6,31.1249,31.8995
w1118,sucrose,16h,7,32.3214,33.2188
w1118,sucrose,16h,8,33.5465,35.1885
w1118,sucrose,16h,9,31.5205,32.0906
